source,price,title,details,location,url,beds,sqft
craigslist,3095.0,"1 MONTH FREE, NEW DEVELOPMENT!","$3,095

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-month-free-new-development/7908277556.html,,
craigslist,3095.0,"1 MONTH FREE, NEW DEVELOPMENT!","$3,095

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-month-free-new-development/7908277255.html,,
craigslist,2695.0,NO FEE studio in clean building,"$2,695

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-studio-in-clean-building/7908237753.html,,
craigslist,2650.0,"Charming studio apartment in a quiet, prime Upper East Side location","$2,650

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-charming-studio-apartment-in/7908233422.html,,
craigslist,3500.0,A Place That Actually Feels Good to Live In,"$3,500

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-place-that-actually-feels-good/7908232427.html,,
craigslist,3000.0,High Rise - Free Month - Modern finishes,"$3,000

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-high-rise-free-month-modern/7908231870.html,,
craigslist,5595.0,Sunny Bright Convertible 3 Bedroom,"$5,595

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-sunny-bright-convertible/7908229938.html,,
craigslist,5495.0,Large Bright Convertible 3 Bedroom,"$5,495

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-large-bright-convertible/7908229721.html,,
craigslist,5595.0,Corner Convertible 3 Bedroom,"$5,595

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-corner-convertible-bedroom/7908229605.html,,
craigslist,3850.0,Large Convertible 2 Bedroom,"$3,850

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-large-convertible-bedroom/7908229474.html,,
craigslist,4095.0,Spacious Sunny Convertible 2 Bedroom,"$4,095

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-sunny-convertible/7908229362.html,,
craigslist,3895.0,Spacious Convertible 2 Bedroom,"$3,895

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-convertible-bedroom/7908229184.html,,
craigslist,3995.0,Sunny Convertible 2 Bedroom,"$3,995

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-sunny-convertible-bedroom/7908229030.html,,
craigslist,3095.0,"Alcove Studio, Convertible 1 Bedroom","$3,095

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-alcove-studio-convertible/7908228937.html,,
craigslist,3095.0,"Bright, Renovated Studio, Laundry in Unit","$3,095

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-renovated-studio/7908228799.html,,
craigslist,3095.0,Large Bright Studio,"$3,095

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-large-bright-studio/7908228591.html,,
craigslist,3195.0,"Bright, New, Floor to Ceiling Windows","$3,195

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-new-floor-to-ceiling/7908228463.html,,
craigslist,4800.0,Best price per Square foot in the neighborhood! VIEW TODAY!!!,"$4,800

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-best-price-per-square-foot-in/7908228324.html,,
craigslist,3800.0,MIDTOWN LUXURY 2 MONTHS FREE,"$3,800

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-midtown-luxury-months-free/7908222806.html,,
craigslist,4000.0,"Spacious two-bedroom, two-bathroom duplex on UES","$4,000

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-two-bedroom-two/7908220267.html,,
craigslist,3800.0,Prime west village 1BR lease takeover,"$3,800

                        West Village",West Village,https://newyork.craigslist.org/mnh/apa/d/new-york-prime-west-village-1br-lease/7908217696.html,,
craigslist,3295.0,43rd Flr! Bright and Spacious!,"$3,295

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-43rd-flr-bright-and-spacious/7908217465.html,,
craigslist,3790.0,Sun Drenched unit! Spacious!,"$3,790

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-sun-drenched-unit-spacious/7908213601.html,,
craigslist,3700.0,Loft windows__ Large spacious . High ceilings! Prime location,"$3,700

                        financial district",financial district,https://newyork.craigslist.org/mnh/apa/d/new-york-loft-windows-large-spacious/7908212461.html,,
craigslist,2250.0,SPACIOUS CHARMING 1 BR_W 138ST_NEAR CITY COLLEGE_NO FEE_GREAT BARGAIN,"$2,250

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-charming-brw/7908212381.html,,
craigslist,3895.0,No Fee 1 Bed 1 ba Prime East  village 929 724 - 0948,"$3,895

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-bed-ba-prime-east/7908210896.html,,
craigslist,1915.0,Gorgeous Studio! No Fee! Only $1900,"$1,915

                        Inwood / Wash Hts",Inwood / Wash Hts,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-studio-no-fee-only/7908210019.html,,
craigslist,2750.0,Gorgeous 2 bed in Inwood! No Fee! H/Hw Inc,"$2,750

                        Inwood / Wash Hts",Inwood / Wash Hts,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-in-inwood-no-fee/7908209017.html,,
craigslist,5295.0,No Fee 1 Bed 1 Ba Perry st Prime Greenwich village 929 724 - 0948,"$5,295

                        Greenwich Village",Greenwich Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-bed-ba-perry-st-prime/7908209024.html,,
craigslist,2100.0,BEAUTIFUL RENOVATED STUDIO_SPACIOUS_NEAR COLUMBIA_MUST SEE_NO FEE,"$2,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-renovated/7908208239.html,,
craigslist,2750.0,LES  STUDIO_NO FEE_$2750_NEAR NYU_SHORT_TERM 7 M OK_DO NOT MISS OUT!,"$2,750

                        Lower East Side",Lower East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-les-studiono-fee2750near/7908208023.html,,
craigslist,3975.0,NO FEE LUXURY STUDIO + HOME OFFICE (JR. 1BD) NEAR WALL STREET,"$3,975

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-luxury-studio-home/7908204451.html,,
craigslist,2900.0,"1bd apt. all furnished, all included. (short or long term)","$2,900

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-1bd-apt-all-furnished-all/7908197003.html,,
craigslist,3795.0,Windows everywhere! Bright and Spacious!,"$3,795

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-windows-everywhere-bright-and/7908184999.html,,
craigslist,3000.0,Living Where You Love,"$3,000

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-living-where-you-love/7908178561.html,,
craigslist,3240.0,"Sit Back, Relax. Your New View Awaits","$3,240

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-sit-back-relax-your-new-view/7908172991.html,,
craigslist,3340.0,NO FEE Spacious 1 Bedroom with Massive Roof in the East Village!,"$3,340

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-spacious-bedroom-with/7908163109.html,,
craigslist,4495.0,No broker fee ? Prime Midtown Renovated 2 Bedroom,"$4,495

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-no-broker-fee-prime-midtown/7908158053.html,,
craigslist,4000.0,TOP FLOOR=RENOVATED=MASSIVE CLOSET SPACE=HIGH END CONDO FINISHES,"$4,000

                        TriBeCa",TriBeCa,https://newyork.craigslist.org/mnh/apa/d/new-york-top-floorrenovatedmassive/7908151174.html,,
craigslist,3500.0,BREATH TAKING WATER VIEWS+LUXURY HIGH RISE=TOP FLOOR=FREE GYM,"$3,500

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-breath-taking-water/7908149637.html,,
craigslist,3200.0,<^^^^^CONDO FINISHES^^^^^TOP FLOOR^^^^^^HIGH CEILINGS^^^^^LARGE CLOSET,"$3,200

                        Battery Park",Battery Park,https://newyork.craigslist.org/mnh/apa/d/new-york-condo-finishestop-floorhigh/7908148485.html,,
craigslist,5050.0,⭐PRIVATE PATIO -W/D IN UNIT -FLATIRON - OFF MARKET OPPORTUNITY⭐,"$5,050

                        Flatiron",Flatiron,https://newyork.craigslist.org/mnh/apa/d/new-york-private-patio-d-in-unit/7908144039.html,,
craigslist,4695.0,⭐PENTHOUSE 1 BR 1.5 BA - PRIVATE TERRACE - OFF MARKET OPPORTUNITY⭐,"$4,695

                        Midtown East",Midtown East,https://newyork.craigslist.org/mnh/apa/d/new-york-penthouse-br-15-ba-private/7908143671.html,,
craigslist,2800.0,⭐Midtown East 1 BR with DISHWASHER - OFF MARKET OPPORTUNITY⭐,"$2,800

                        Midtown East",Midtown East,https://newyork.craigslist.org/mnh/apa/d/brooklyn-midtown-east-br-with/7908143343.html,,
craigslist,4350.0,"conveniently located, perfectly designed!","$4,350

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-conveniently-located-perfectly/7908129145.html,,
craigslist,3335.0,Lease Transfer - Elevator Building,"$3,335

                        Midtown East",Midtown East,https://newyork.craigslist.org/mnh/apa/d/new-york-lease-transfer-elevator/7908120889.html,,
craigslist,3600.0,True 1 bedrooms!..No amenity fee! (Gross rent advertised ),"$3,600

                        financial district",financial district,https://newyork.craigslist.org/mnh/apa/d/new-york-true-bedroomsno-amenity-fee/7908115767.html,,
craigslist,3800.0,Seaport! Bright and Spacious!,"$3,800

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-seaport-bright-and-spacious/7908115348.html,,
craigslist,3100.0,1 month free! Corner unit with New appliances,"$3,100

                        financial district",financial district,https://newyork.craigslist.org/mnh/apa/d/new-york-month-free-corner-unit-with/7908114972.html,,
craigslist,3000.0,2 Months free!! Lots of natural light! large loft like Unit,"$3,000

                        financial district",financial district,https://newyork.craigslist.org/mnh/apa/d/new-york-months-free-lots-of-natural/7908114496.html,,
craigslist,3300.0,Spacious Midtown West Studio - Steps to subways & Hudson Yards,"$3,300

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-midtown-west-studio/7908093236.html,,
craigslist,3392.0,Elevated Midtown Living,"$3,392

                        Midtown",Midtown,https://newyork.craigslist.org/mnh/apa/d/new-york-elevated-midtown-living/7908093113.html,,
craigslist,3150.0,Studio Rental in the Financial District,"$3,150

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/brooklyn-studio-rental-in-the-financial/7908043605.html,,
craigslist,3580.0,"____24/7 doorman______steps to 2,3,4,5 trains","$3,580

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-24-doormansteps-to-2345-trains/7908041593.html,,
craigslist,6800.0,Prime Tribeca_____Washer and dryer_____25/7 doorman______,"$6,800

                        TriBeCa",TriBeCa,https://newyork.craigslist.org/mnh/apa/d/new-york-prime-tribecawasher-and/7908041595.html,,
craigslist,6800.0,Washer and Dryer unit___24/7 doorman_______water views,"$6,800

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-washer-and-dryer-unit24/7908039498.html,,
craigslist,9500.0,4bedroom!! Bedroom __one of a kind layout,"$9,500

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/new-york-4bedroom-bedroom-one-of-kind/7908029806.html,,
craigslist,3800.0,Bright Harlem Brownstone Apt | Updated Kitchen | No Fee,"$3,800

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-harlem-brownstone-apt/7908028874.html,,
craigslist,3200.0,44th floor! _Naturall light! New appliances,"$3,200

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-44th-floor-naturall-light-new/7908028061.html,,
craigslist,2837.0,"HUGE (212 sq ft), beautiful, ☀️ sunlit bedroom","$2,837

                        Midtown",Midtown,https://newyork.craigslist.org/mnh/apa/d/new-york-huge-212-sq-ft-beautiful/7908008906.html,,
craigslist,16250.0,"NO FEE! MINT Gramercy Bright 5BR/5BA, Full Luxe, Doorman, VIDEO!","$16,250

                        Union Square",Union Square,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-mint-gramercy-bright/7908008402.html,,
craigslist,8500.0,"NO FEE West Vil Sprawling King Sized 1br, full luxe, doorman, VIDEO!","$8,500

                        West Village",West Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-west-vil-sprawling-king/7908008249.html,,
craigslist,5650.0,"NO FEE Gorgeous Chelsea Corner 1br, roofdeck, pool, VIDEO!","$5,650

                        Chelsea",Chelsea,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-gorgeous-chelsea-corner/7908008001.html,,
craigslist,3375.0,Studio with separate kitchen,"$3,375

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-studio-with-separate-kitchen/7908001182.html,,
craigslist,1100.0,"Roommate $1,100 monthly","$1,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-roommate-1100-monthly/7907969166.html,,
craigslist,3850.0,Roosevelt Island - Lease Transfer - Doorman/Amenity Building,"$3,850

                        Roosevelt Island",Roosevelt Island,https://newyork.craigslist.org/mnh/apa/d/new-york-roosevelt-island-lease/7907975887.html,,
craigslist,1999.0,Sunny studio! No stairs! Steps from 1 train!,"$1,999

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-sunny-studio-no-stairs-steps/7907973143.html,,
craigslist,1950.0,Beautiful sunny studio! High ceilings! Amazing location,"$1,950

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-sunny-studio-high/7907973043.html,,
craigslist,2699.0,Beautiful two bedroom! No stairs! Steps from Columbia university,"$2,699

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-two-bedroom-no/7907972964.html,,
craigslist,3895.0,🌆 NO FEE — Renovated East Village 1BR w/ W/D + Garden Access,"$3,895

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-renovated-east-village/7907943169.html,,
craigslist,200.0,1br - Sunset River Views in a Luxury Lincoln Center Residence,"$200

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-1br-sunset-river-views-in/7907938091.html,,
craigslist,2700.0,Brand New Studio Apt right in the heart of Nolita.  True Find!,"$2,700

                        Nolita / Bowery",Nolita / Bowery,https://newyork.craigslist.org/mnh/apa/d/new-york-brand-new-studio-apt-right-in/7907939821.html,,
craigslist,4750.0,Huge Chinatown 2-bdrm on Mulberry & Bayard.~ 900 sqft. Ava March 6th,"$4,750

                        Chinatown / Lit Italy",Chinatown / Lit Italy,https://newyork.craigslist.org/mnh/apa/d/new-york-huge-chinatown-bdrm-on/7907939201.html,,
craigslist,3200.0,Life just got Better! I'm excited to show this master piece !,"$3,200

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-life-just-got-better-im/7907932606.html,,
craigslist,3000.0,<^^^MASSIVE OPEN SPACE^^^TOP FLOOR^^HIGH END CONDO FINISHES^^CITY VIEW,"$3,000

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-massive-open-spacetop/7907932193.html,,
craigslist,3500.0,Balcony 2 bed 2 bath,"$3,500

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/bronx-balcony-bed-bath/7907931468.html,,
craigslist,5900.0,REMARKABLE CONDO FINISHES=TOP FLOOR=NEW CONSTRUCTION=CITY VIEW FROM EV,"$5,900

                        TriBeCa",TriBeCa,https://newyork.craigslist.org/mnh/apa/d/new-york-remarkable-condo-finishestop/7907931310.html,,
craigslist,8300.0,NO FEE! Spacious 4Bed near Gramercy,"$8,300

                        Gramercy",Gramercy,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-spacious-4bed-near/7907902573.html,,
craigslist,3300.0,RENT-STABILIZED - Sublet - Optional Furniture!,"$3,300

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-rent-stabilized-sublet/7907893580.html,,
craigslist,9995.0,Gorgeous 2 Bedroom + 2 Full bath Townhouse - Pvt Yard & Laundry,"$9,995

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bedroom-full-bath/7907868804.html,,
craigslist,3400.0,New E 30s / 3rd Ave. One Bdrm + Ofice. Walk Up.,"$3,400

                        Murray Hill",Murray Hill,https://newyork.craigslist.org/mnh/apa/d/new-york-new-30s-3rd-ave-one-bdrm-ofice/7907868583.html,,
craigslist,3350.0,Just listed///   Bright & Cozy One Bedroom///Jan 15,"$3,350

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-just-listed-bright-cozy-one/7907810487.html,,
craigslist,3200.0,Floor to  ceiling windows!!  In a Studio!! Unobstructed views!!,"$3,200

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-floor-to-ceiling-windows-in/7907809153.html,,
craigslist,3450.0,"🌆 East Village 1BR – Renovated, Bright Apt 10","$3,450

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-east-village-1br-renovated/7907786682.html,,
craigslist,3350.0,🌟 PRIME EAST VILLAGE 1BR – Apt 16 RENOVATED – GREAT NATURAL LIGHT,"$3,350

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-prime-east-village-1br-apt-16/7907636068.html,,
craigslist,7600.0,"Gorgeous West Vil townhouse 1br w/huge terrace, VIDEO!","$7,600

                        West Village",West Village,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-west-vil-townhouse/7907791838.html,,
craigslist,4550.0,🌆 Bright 2 Bedroom in the Heart of the East Village — Prime Location!,"$4,550

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-bedroom-in-the-heart-of/7907784410.html,,
craigslist,1100.0,"Roommate wanted $1,100 a month","$1,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-roommate-wanted-1100-month/7907781510.html,,
craigslist,3400.0,TOP FLOOR=MASSIVE=BAMBOO WOOD FLOORS=HIGH CEILINGS=GOURMET KITCHEN,"$3,400

                        Battery Park",Battery Park,https://newyork.craigslist.org/mnh/apa/d/new-york-top-floormassivebamboo-wood/7907769944.html,,
craigslist,5595.0,===HIGH FLOOR====NEW CONSTRUCTION====CONDO FINISHES====HIGH CEILINGS==,"$5,595

                        TriBeCa",TriBeCa,https://newyork.craigslist.org/mnh/apa/d/new-york-high-floornew/7907768603.html,,
craigslist,4350.0,MASSIVE SPACE LARGE CLOSETS TOP OF THE LINE FINISHES TOP FLOOR,"$4,350

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-massive-space-large-closets/7907767731.html,,
craigslist,3150.0,Oversized windows! soaring ceilings!,"$3,150

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-oversized-windows-soaring/7907763561.html,,
craigslist,2695.0,2183 3rd Avenue,"$2,695

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-rd-avenue/7907759612.html,,
craigslist,2095.0,203 East 121st Street,"$2,095

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-203-east-121st-street/7907758912.html,,
craigslist,5500.0,Windows in all rooms! Bright and Spacious!,"$5,500

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-windows-in-all-rooms-bright/7907740753.html,,
craigslist,6200.0,Bright City/Water Views!,"$6,200

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-city-water-views/7907739993.html,,
craigslist,3500.0,Balcony 2 bed 2 bath,"$3,500

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/bronx-balcony-bed-bath/7907724608.html,,
craigslist,3980.0,STUNNING SUN LIT LES 2 BED + BALCONY__ELEV BLDG - AMAZING FIND!,"$3,980

                        Lower East Side",Lower East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-stunning-sun-lit-les-bed/7907712010.html,,
craigslist,2499.0,Gorgeous 2 Bedroom! Harlem. Large and Lovely!No Living room,"$2,499

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bedroom-harlem-large/7907711580.html,,
craigslist,2200.0,Phenomenal 1 Bed On West 146th ^ Broadway,"$2,200

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-phenomenal-bed-on-west-146th/7907711567.html,,
craigslist,1199.0,ROOMS 4 RENT! LARGEBedroom^Laundry ^Midtown West^Great location!,"$1,199

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-largebedroomlaundry/7907711548.html,,
craigslist,2495.0,OFF-MARKET BASEMENT C-TOWN 2 BED + W/D IN UNIT___AMAZING FIND!,"$2,495

                        Chinatown / Lit Italy",Chinatown / Lit Italy,https://newyork.craigslist.org/mnh/apa/d/new-york-off-market-basement-town-bed-d/7907711342.html,,
craigslist,2649.0,One Bedroom Stunning Apartment in Super Sleek Modern Building!,"$2,649

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-one-bedroom-stunning-apartment/7907680090.html,,
craigslist,3095.0,35th Flr! River views! Spacious!,"$3,095

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-35th-flr-river-views-spacious/7907653225.html,,
craigslist,3795.0,Corner Unit! Many Closets and Walk ins!,"$3,795

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-corner-unit-many-closets-and/7907650723.html,,
craigslist,3050.0,Flr-Ceiling-Windows! Bright!!,"$3,050

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-flr-ceiling-windows-bright/7907648994.html,,
craigslist,3000.0,Bright and Spacious! 3 Windowed unit!,"$3,000

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-and-spacious-windowed/7907647963.html,,
craigslist,3750.0,STUNNING TRUE 2 BR_ INTERNATIONAL STUDENTS FAST APPROVAL WEST 46 ST,"$3,750

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-stunning-true-br-international/7907631418.html,,
craigslist,3290.0,1 BR 1 BA,"$3,290

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-br-ba/7907628051.html,,
craigslist,3495.0,1 BR 1 BA,"$3,495

                        Gramercy",Gramercy,https://newyork.craigslist.org/mnh/apa/d/new-york-br-ba/7907626620.html,,
craigslist,4995.0,1 BR 1 BA,"$4,995

                        SoHo",SoHo,https://newyork.craigslist.org/mnh/apa/d/new-york-br-ba/7907624416.html,,
craigslist,3495.0,Studio,"$3,495

                        West Village",West Village,https://newyork.craigslist.org/mnh/apa/d/new-york-studio/7907621586.html,,
craigslist,2800.0,⭐SPACIOUS 1 BR in Midtown East - OFF MARKET OPPORTUNITY⭐,"$2,800

                        Midtown East",Midtown East,https://newyork.craigslist.org/mnh/apa/d/brooklyn-spacious-br-in-midtown-east/7907620628.html,,
craigslist,3975.0,Enormous One Bedroom _Balcony_ Roof Deck STUNNER Size West 51st,"$3,975

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-enormous-one-bedroom-balcony/7907620214.html,,
craigslist,5950.0,"Expansive & Sun-Filled 2-Bedroom, 2-Bathroom Residence in UES","$5,950

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-expansive-sun-filled-bedroom/7907618989.html,,
craigslist,3950.0,Very Nice 3 Bedroom West 171st Street,"$3,950

                        Inwood / Wash Hts",Inwood / Wash Hts,https://newyork.craigslist.org/mnh/apa/d/new-york-very-nice-bedroom-west-171st/7907618660.html,,
craigslist,3900.0,Massive 3 Bedroom 2 Bathroom West 157th Street,"$3,900

                        Inwood / Wash Hts",Inwood / Wash Hts,https://newyork.craigslist.org/mnh/apa/d/new-york-massive-bedroom-bathroom-west/7907618335.html,,
craigslist,4150.0,NO FEE-U WILL❤️THIS APT-(MASSIV)ALCOV STUDIO-DM/ELV/GYM-GORG WINDOS-SS,"$4,150

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-willthis-apt/7907611879.html,,
craigslist,3595.0,NO FEE-U WILL❤️THIS APT-SPACIOUS STUDIO-DM/ELV/LDRY-ROOMY LIV RM-DW-AC,"$3,595

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-willthis-apt-spacious/7907606687.html,,
craigslist,3795.0,NO FEE-U WILL❤️THIS APT-BEAUTIFL ALCOV STUDIO-DM/ELEV/LDRY-SPAC LIV RM,"$3,795

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-willthis-apt-beautifl/7907604196.html,,
craigslist,3375.0,Studio with separate kitchen,"$3,375

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-studio-with-separate-kitchen/7907599802.html,,
craigslist,3000.0,"Spacious Studio – Doorman, Laundry - Prime Midtown East Location","$3,000

                        Midtown East",Midtown East,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-studio-doorman/7907593255.html,,
craigslist,4900.0,ONE OF THE KIND**LARGE LAYOUT**CONDO FINISHED**,"$4,900

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-one-of-the-kindlarge/7907576401.html,,
craigslist,3745.0,TOP FLOORS**LARGE SPACE**BY APPOINTMENT ONLY**,"$3,745

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-top-floorslarge-spaceby/7907575849.html,,
craigslist,5950.0,Fantastic 3 flx BR ! Spacious ! Great light! Views! No Fee!,"$5,950

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-fantastic-flx-br-spacious/7907569710.html,,
craigslist,3995.0,Excellent spacious bright 1 bedroom - all amenities - NO FEE !,"$3,995

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-excellent-spacious-bright/7907568694.html,,
craigslist,2650.0,"Spacious , bright , elevator building , 2 minutes of Central Park","$2,650

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-bright-elevator/7907567126.html,,
craigslist,6277.0,Fantastic flex 3 Bedrooms- Bright  - Doorman - amenities - NO FEE,"$6,277

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-fantastic-flex-bedrooms-bright/7907566981.html,,
craigslist,4300.0,TOP FLOOR=CONDO FINISHES=FREE AMENITIES=DOOR MAN=GOURMET KITCHEN=MASSI,"$4,300

                        Battery Park",Battery Park,https://newyork.craigslist.org/mnh/apa/d/new-york-top-floorcondo-finishesfree/7907560124.html,,
craigslist,6900.0,TRUE 2 BEDROOM===TOP FLOOR====NEW CONSTRUCTION====CONDO FINISHES================,"$6,900

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-true-bedroomtop-floornew/7907558322.html,,
