unit_id,property_id,type,amenities,sqft,market_rent
PROP_006_U005,PROP_006,2BD,"['Gym', 'Doorman', 'View']",964,5276
PROP_006_U006,PROP_006,1BD,"['Gym', 'Doorman', 'Laundry']",711,8134
PROP_006_U007,PROP_006,1BD,"['Doorman', 'Laundry']",720,6607
PROP_006_U008,PROP_006,2BD,[],1025,7234
PROP_006_U009,PROP_006,2BD,"['Laundry', 'View']",1071,1826
PROP_006_U010,PROP_006,Studio,[],447,5444
PROP_006_U011,PROP_006,1BD,"['Gym', 'Doorman', 'Laundry', 'View']",764,7132
PROP_006_U012,PROP_006,Studio,"['Laundry', 'View', 'Doorman']",511,5215
PROP_006_U013,PROP_006,1BD,['View'],734,3700
PROP_006_U014,PROP_006,1BD,['Doorman'],744,4906
PROP_006_U015,PROP_006,Studio,"['Gym', 'Laundry', 'View', 'Doorman']",395,1864
PROP_006_U016,PROP_006,1BD,"['Doorman', 'Laundry', 'View']",736,6525
PROP_006_U017,PROP_006,Studio,['View'],537,4259
PROP_006_U018,PROP_006,2BD,[],942,7529
PROP_006_U019,PROP_006,Studio,['Doorman'],464,5258
PROP_006_U020,PROP_006,1BD,"['View', 'Doorman', 'Laundry']",720,4209
PROP_006_U021,PROP_006,2BD,"['Laundry', 'View', 'Gym']",987,9344
PROP_006_U022,PROP_006,Studio,"['Laundry', 'View']",525,5530
PROP_006_U023,PROP_006,1BD,"['View', 'Gym', 'Laundry', 'Doorman']",768,3839
PROP_006_U024,PROP_006,2BD,"['Doorman', 'Laundry', 'View', 'Gym']",1007,8854
PROP_006_U025,PROP_006,2BD,"['Gym', 'Doorman', 'Laundry', 'View']",974,6539
PROP_006_U026,PROP_006,2BD,[],950,5471
PROP_006_U027,PROP_006,Studio,"['View', 'Gym']",571,5046
PROP_006_U028,PROP_006,2BD,"['Gym', 'Laundry', 'Doorman']",960,6224
PROP_006_U029,PROP_006,2BD,"['View', 'Laundry']",940,5488
PROP_006_U030,PROP_006,2BD,"['Doorman', 'View']",957,9447
PROP_006_U031,PROP_006,Studio,"['Gym', 'View', 'Laundry']",443,5374
PROP_006_U032,PROP_006,1BD,"['View', 'Gym', 'Doorman']",802,3118
PROP_006_U033,PROP_006,2BD,['View'],1045,5790
PROP_006_U034,PROP_006,Studio,"['View', 'Laundry', 'Gym', 'Doorman']",534,5408
PROP_006_U035,PROP_006,2BD,['Gym'],944,10066
PROP_006_U036,PROP_006,1BD,"['Laundry', 'View', 'Gym']",775,4094
PROP_006_U037,PROP_006,2BD,"['Gym', 'Doorman', 'View', 'Laundry']",969,2497
PROP_006_U038,PROP_006,1BD,"['Laundry', 'View']",806,5984
PROP_006_U039,PROP_006,2BD,"['Doorman', 'View', 'Gym']",998,3261
PROP_006_U040,PROP_006,2BD,"['View', 'Doorman', 'Gym', 'Laundry']",1020,7167
PROP_006_U041,PROP_006,2BD,"['View', 'Laundry']",885,2721
PROP_006_U042,PROP_006,2BD,[],1108,11113
PROP_006_U043,PROP_006,Studio,"['View', 'Gym', 'Laundry']",500,4499
PROP_006_U044,PROP_006,1BD,[],789,7304
PROP_006_U045,PROP_006,2BD,"['Doorman', 'Laundry', 'Gym', 'View']",911,6196
PROP_006_U046,PROP_006,Studio,"['Gym', 'Laundry']",512,5662
PROP_006_U047,PROP_006,1BD,"['Gym', 'Laundry']",821,2867
PROP_006_U048,PROP_006,1BD,['Laundry'],712,3522
PROP_006_U049,PROP_006,2BD,[],1049,7550
PROP_006_U050,PROP_006,2BD,['View'],1056,2537
PROP_006_U051,PROP_006,2BD,['View'],959,4041
PROP_006_U052,PROP_006,1BD,"['Laundry', 'Doorman', 'Gym']",737,5855
PROP_006_U053,PROP_006,1BD,['Gym'],782,8099
PROP_006_U054,PROP_006,Studio,"['Doorman', 'Laundry', 'Gym', 'View']",539,3547
PROP_006_U055,PROP_006,2BD,"['Doorman', 'Gym', 'View', 'Laundry']",979,7164
PROP_006_U056,PROP_006,1BD,"['View', 'Gym', 'Laundry']",737,3778
PROP_006_U057,PROP_006,2BD,"['Gym', 'Doorman', 'Laundry']",969,2212
PROP_006_U058,PROP_006,2BD,"['Doorman', 'View', 'Laundry']",1059,4826
PROP_006_U059,PROP_006,1BD,['View'],829,3168
PROP_006_U060,PROP_006,2BD,"['Gym', 'Laundry', 'View']",1040,3940
PROP_006_U061,PROP_006,Studio,"['View', 'Gym', 'Laundry']",566,3353
PROP_006_U062,PROP_006,2BD,"['Laundry', 'Doorman', 'View', 'Gym']",1019,10276
PROP_006_U063,PROP_006,2BD,[],1016,7082
PROP_006_U064,PROP_006,1BD,"['Laundry', 'Doorman', 'View']",750,5146
PROP_007_U000,PROP_007,1BD,"['Gym', 'View', 'Laundry', 'Doorman']",761,3098
PROP_007_U001,PROP_007,1BD,"['View', 'Doorman']",705,3091
PROP_007_U002,PROP_007,2BD,"['View', 'Gym', 'Laundry', 'Doorman']",986,3356
PROP_007_U003,PROP_007,Studio,"['Doorman', 'Laundry']",451,2526
PROP_007_U004,PROP_007,1BD,['View'],696,2948
PROP_007_U005,PROP_007,2BD,"['Doorman', 'View']",1047,2370
PROP_007_U006,PROP_007,Studio,"['Doorman', 'View', 'Gym']",519,2188
PROP_007_U007,PROP_007,Studio,"['Gym', 'Doorman', 'View']",486,1607
PROP_007_U008,PROP_007,1BD,"['Doorman', 'Laundry', 'Gym']",709,1189
PROP_007_U009,PROP_007,3BD,"['Gym', 'Laundry', 'Doorman', 'View']",1377,5458
PROP_007_U010,PROP_007,Studio,"['Doorman', 'View']",479,1805
PROP_007_U011,PROP_007,1BD,"['Gym', 'Doorman']",719,2052
PROP_007_U012,PROP_007,1BD,"['Gym', 'View']",747,1283
PROP_007_U013,PROP_007,2BD,"['Doorman', 'Gym']",1060,2829
PROP_007_U014,PROP_007,1BD,"['Gym', 'View']",708,747
PROP_007_U015,PROP_007,2BD,"['Laundry', 'Gym']",947,1722
PROP_007_U016,PROP_007,1BD,['View'],758,3422
PROP_007_U017,PROP_007,Studio,"['Doorman', 'View', 'Gym', 'Laundry']",445,1396
PROP_007_U018,PROP_007,1BD,"['Doorman', 'Gym', 'View']",689,2480
PROP_007_U019,PROP_007,2BD,['Doorman'],1055,2529
PROP_007_U020,PROP_007,1BD,['Doorman'],745,3650
PROP_007_U021,PROP_007,2BD,"['View', 'Gym', 'Doorman', 'Laundry']",979,4282
PROP_007_U022,PROP_007,1BD,"['Doorman', 'View']",739,1691
PROP_007_U023,PROP_007,Studio,"['Gym', 'Doorman']",542,1809
PROP_007_U024,PROP_007,2BD,['Laundry'],1067,3222
PROP_007_U025,PROP_007,1BD,['Laundry'],727,2421
PROP_007_U026,PROP_007,1BD,['Laundry'],789,3067
PROP_007_U027,PROP_007,1BD,"['Doorman', 'View', 'Gym']",711,1808
PROP_007_U028,PROP_007,1BD,"['Laundry', 'Gym', 'View', 'Doorman']",657,4513
PROP_007_U029,PROP_007,1BD,[],796,4983
PROP_007_U030,PROP_007,Studio,"['View', 'Gym', 'Laundry']",557,2188
PROP_007_U031,PROP_007,1BD,"['Doorman', 'Laundry', 'View']",771,3015
PROP_007_U032,PROP_007,1BD,"['View', 'Gym']",773,1791
PROP_007_U033,PROP_007,1BD,['Doorman'],701,3387
PROP_007_U034,PROP_007,2BD,[],1047,673
PROP_007_U035,PROP_007,Studio,"['Doorman', 'Laundry']",537,2144
PROP_007_U036,PROP_007,1BD,[],808,3702
PROP_008_U000,PROP_008,3BD,"['Laundry', 'Doorman', 'Gym']",1375,2785
PROP_008_U001,PROP_008,1BD,"['Doorman', 'View']",665,5557
PROP_008_U002,PROP_008,3BD,"['Gym', 'View', 'Laundry']",1437,3960
PROP_008_U003,PROP_008,Studio,"['View', 'Doorman']",507,2144
PROP_008_U004,PROP_008,1BD,"['Gym', 'View', 'Doorman', 'Laundry']",689,6691
PROP_008_U005,PROP_008,3BD,"['View', 'Doorman', 'Laundry']",1482,4501
PROP_008_U006,PROP_008,1BD,[],747,4616
PROP_008_U007,PROP_008,2BD,"['Laundry', 'View', 'Doorman']",974,3113
PROP_008_U008,PROP_008,2BD,"['View', 'Laundry']",933,1819
PROP_008_U009,PROP_008,2BD,"['Doorman', 'View']",994,3682
PROP_008_U010,PROP_008,2BD,"['Laundry', 'View', 'Doorman']",1099,2991
PROP_008_U011,PROP_008,2BD,[],1030,4228
PROP_008_U012,PROP_008,3BD,"['Doorman', 'View', 'Laundry']",1450,3763
PROP_008_U013,PROP_008,1BD,"['Doorman', 'Laundry']",736,3080
PROP_008_U014,PROP_008,1BD,"['View', 'Doorman', 'Gym', 'Laundry']",773,3333
PROP_008_U015,PROP_008,Studio,"['View', 'Laundry', 'Gym', 'Doorman']",457,2788
PROP_008_U016,PROP_008,1BD,[],669,3539
PROP_008_U017,PROP_008,1BD,"['Gym', 'Doorman']",756,2678
PROP_008_U018,PROP_008,2BD,"['View', 'Laundry', 'Doorman', 'Gym']",1019,2887
PROP_008_U019,PROP_008,2BD,"['View', 'Laundry', 'Gym']",995,4003
PROP_008_U020,PROP_008,1BD,"['Doorman', 'Gym', 'View', 'Laundry']",675,4127
PROP_008_U021,PROP_008,3BD,"['Doorman', 'View', 'Gym', 'Laundry']",1317,1106
PROP_008_U022,PROP_008,Studio,"['Laundry', 'Doorman', 'View']",616,3339
PROP_008_U023,PROP_008,1BD,['Doorman'],716,3753
PROP_008_U024,PROP_008,2BD,"['Gym', 'Doorman', 'View', 'Laundry']",959,1412
PROP_008_U025,PROP_008,Studio,"['Doorman', 'Laundry']",551,3250
PROP_008_U026,PROP_008,1BD,"['Gym', 'Laundry', 'Doorman']",836,4832
PROP_008_U027,PROP_008,Studio,['Gym'],484,2251
PROP_008_U028,PROP_008,2BD,"['Doorman', 'Laundry', 'View']",1001,2235
PROP_008_U029,PROP_008,1BD,['Laundry'],696,1477
PROP_008_U030,PROP_008,Studio,"['View', 'Laundry', 'Gym']",450,3052
PROP_008_U031,PROP_008,Studio,"['Doorman', 'Gym']",478,3283
PROP_008_U032,PROP_008,1BD,"['Doorman', 'View']",798,2327
PROP_008_U033,PROP_008,Studio,"['View', 'Laundry', 'Gym', 'Doorman']",374,3232
PROP_008_U034,PROP_008,2BD,"['Gym', 'Laundry', 'Doorman', 'View']",998,5178
PROP_008_U035,PROP_008,1BD,['Laundry'],791,2705
PROP_008_U036,PROP_008,Studio,"['Doorman', 'Laundry', 'View']",569,3419
PROP_008_U037,PROP_008,1BD,['Laundry'],686,5290
PROP_008_U038,PROP_008,2BD,['Doorman'],1037,4299
PROP_008_U039,PROP_008,2BD,"['Doorman', 'Gym', 'Laundry']",965,3827
PROP_008_U040,PROP_008,1BD,['Laundry'],766,6786
PROP_008_U041,PROP_008,3BD,"['Laundry', 'Doorman', 'View']",1494,6648
PROP_008_U042,PROP_008,2BD,['Laundry'],1031,3841
PROP_008_U043,PROP_008,1BD,['Gym'],701,3014
PROP_008_U044,PROP_008,2BD,['View'],1046,6612
PROP_008_U045,PROP_008,Studio,['Doorman'],552,3642
PROP_008_U046,PROP_008,1BD,"['Doorman', 'Laundry', 'View']",733,2962
PROP_008_U047,PROP_008,2BD,"['Laundry', 'View']",983,3039
PROP_008_U048,PROP_008,2BD,"['Doorman', 'Gym', 'View']",937,5829
PROP_008_U049,PROP_008,2BD,"['Doorman', 'Gym']",1017,3289
PROP_008_U050,PROP_008,1BD,"['Laundry', 'Gym', 'View']",599,862
PROP_008_U051,PROP_008,Studio,['Doorman'],514,2230
PROP_008_U052,PROP_008,Studio,"['Laundry', 'View', 'Doorman', 'Gym']",495,2387
PROP_009_U000,PROP_009,Studio,[],504,2833
PROP_009_U001,PROP_009,1BD,"['View', 'Laundry']",670,3722
PROP_009_U002,PROP_009,1BD,"['Doorman', 'View']",802,6844
PROP_009_U003,PROP_009,1BD,['Doorman'],764,5634
PROP_009_U004,PROP_009,2BD,"['Doorman', 'View', 'Laundry', 'Gym']",972,7022
PROP_009_U005,PROP_009,3BD,"['Doorman', 'Laundry', 'Gym']",1414,6084
PROP_009_U006,PROP_009,Studio,"['Laundry', 'Gym', 'Doorman']",540,4793
PROP_009_U007,PROP_009,2BD,"['Laundry', 'Doorman', 'View', 'Gym']",998,4454
PROP_009_U008,PROP_009,Studio,['Doorman'],559,4636
PROP_009_U009,PROP_009,Studio,[],540,4440
PROP_009_U010,PROP_009,2BD,"['Doorman', 'Gym']",1013,4146
PROP_009_U011,PROP_009,1BD,[],783,9012
PROP_009_U012,PROP_009,2BD,['Doorman'],1086,4478
PROP_009_U013,PROP_009,Studio,[],499,5059
PROP_009_U014,PROP_009,1BD,"['Laundry', 'Doorman']",712,5040
PROP_009_U015,PROP_009,1BD,"['Gym', 'View', 'Doorman', 'Laundry']",799,5347
PROP_009_U016,PROP_009,2BD,['Gym'],1021,7426
PROP_009_U017,PROP_009,2BD,[],917,6975
PROP_009_U018,PROP_009,1BD,"['Doorman', 'View']",795,8635
PROP_009_U019,PROP_009,1BD,"['Gym', 'Laundry', 'Doorman']",762,7993
PROP_009_U020,PROP_009,1BD,"['Doorman', 'Gym']",741,2950
PROP_009_U021,PROP_009,1BD,[],713,6785
PROP_009_U022,PROP_009,Studio,"['View', 'Laundry', 'Gym']",551,5174
PROP_009_U023,PROP_009,1BD,"['View', 'Doorman', 'Laundry', 'Gym']",811,6055
PROP_009_U024,PROP_009,Studio,"['View', 'Doorman', 'Laundry']",494,3724
PROP_009_U025,PROP_009,3BD,"['Doorman', 'Laundry', 'Gym']",1426,7622
PROP_009_U026,PROP_009,2BD,['Laundry'],989,4639
PROP_009_U027,PROP_009,Studio,"['Gym', 'Laundry', 'View', 'Doorman']",450,5329
PROP_009_U028,PROP_009,1BD,[],714,5063
PROP_009_U029,PROP_009,1BD,"['Laundry', 'Gym', 'View']",804,6505
PROP_009_U030,PROP_009,2BD,['Doorman'],1050,6136
PROP_009_U031,PROP_009,2BD,['Doorman'],982,8264
PROP_009_U032,PROP_009,Studio,"['Gym', 'View']",410,5105
PROP_009_U033,PROP_009,2BD,[],933,4133
PROP_009_U034,PROP_009,Studio,"['View', 'Doorman', 'Laundry']",471,4644
PROP_009_U035,PROP_009,1BD,[],796,6524
PROP_009_U036,PROP_009,Studio,['View'],663,4777
PROP_009_U037,PROP_009,2BD,['Gym'],1024,6741
PROP_009_U038,PROP_009,1BD,['Laundry'],822,5330
PROP_009_U039,PROP_009,2BD,"['Laundry', 'Doorman', 'View']",949,7280
PROP_009_U040,PROP_009,2BD,"['Doorman', 'Laundry', 'Gym']",1056,8294
PROP_010_U000,PROP_010,2BD,"['Doorman', 'Gym', 'View', 'Laundry']",914,2207
PROP_010_U001,PROP_010,3BD,"['View', 'Doorman', 'Laundry', 'Gym']",1362,2416
PROP_010_U002,PROP_010,2BD,"['Gym', 'Laundry', 'Doorman']",955,3897
PROP_010_U003,PROP_010,Studio,"['View', 'Laundry', 'Doorman', 'Gym']",540,3332
PROP_010_U004,PROP_010,Studio,"['Doorman', 'Gym']",585,2217
PROP_010_U005,PROP_010,2BD,[],1011,3294
PROP_010_U006,PROP_010,1BD,['View'],789,6453
PROP_010_U007,PROP_010,2BD,"['Doorman', 'View', 'Laundry', 'Gym']",1005,4135
PROP_010_U008,PROP_010,2BD,"['View', 'Laundry', 'Doorman', 'Gym']",991,1758
PROP_010_U009,PROP_010,Studio,[],513,3614
PROP_010_U010,PROP_010,1BD,['Gym'],792,3451
PROP_010_U011,PROP_010,Studio,"['View', 'Laundry', 'Gym']",528,3504
PROP_010_U012,PROP_010,2BD,"['Gym', 'Laundry']",1084,2217
PROP_010_U013,PROP_010,Studio,[],467,3060
PROP_010_U014,PROP_010,1BD,"['View', 'Laundry']",679,3989
PROP_010_U015,PROP_010,2BD,[],1124,2523
PROP_010_U016,PROP_010,3BD,['Laundry'],1420,7502
PROP_010_U017,PROP_010,1BD,"['Doorman', 'Gym', 'Laundry', 'View']",716,4388
PROP_010_U018,PROP_010,Studio,[],453,2926
PROP_010_U019,PROP_010,1BD,"['Laundry', 'Doorman', 'View']",757,3229
PROP_010_U020,PROP_010,1BD,"['Gym', 'Doorman', 'View', 'Laundry']",606,5477
PROP_010_U021,PROP_010,2BD,"['Laundry', 'Gym', 'Doorman', 'View']",1044,1194
PROP_010_U022,PROP_010,1BD,"['Laundry', 'Doorman']",719,928
PROP_010_U023,PROP_010,Studio,"['Laundry', 'Doorman', 'View', 'Gym']",498,2401
PROP_010_U024,PROP_010,3BD,"['Gym', 'Laundry', 'Doorman']",1401,4840
PROP_010_U025,PROP_010,Studio,"['Gym', 'Laundry', 'Doorman', 'View']",524,2909
PROP_010_U026,PROP_010,2BD,"['View', 'Gym', 'Doorman']",969,4043
PROP_010_U027,PROP_010,3BD,[],1371,3600
PROP_010_U028,PROP_010,2BD,[],910,3883
PROP_010_U029,PROP_010,2BD,"['Laundry', 'Doorman', 'Gym']",1034,1709
PROP_010_U030,PROP_010,1BD,"['View', 'Doorman', 'Gym']",655,5129
PROP_010_U031,PROP_010,3BD,['Gym'],1474,5251
PROP_010_U032,PROP_010,Studio,"['Laundry', 'Doorman']",484,2531
PROP_010_U033,PROP_010,1BD,[],768,1392
PROP_010_U034,PROP_010,1BD,"['Doorman', 'Laundry']",763,4876
PROP_010_U035,PROP_010,2BD,"['Doorman', 'Gym', 'View']",929,3982
PROP_010_U036,PROP_010,Studio,"['Doorman', 'Gym', 'View']",546,3883
PROP_010_U037,PROP_010,2BD,"['Doorman', 'Laundry', 'View']",988,4947
PROP_010_U038,PROP_010,2BD,"['Gym', 'View', 'Doorman', 'Laundry']",995,5747
PROP_010_U039,PROP_010,Studio,['View'],462,2422
PROP_010_U040,PROP_010,1BD,[],809,5672
PROP_010_U041,PROP_010,2BD,"['View', 'Doorman']",1010,2202
PROP_010_U042,PROP_010,Studio,"['View', 'Gym', 'Laundry', 'Doorman']",493,3271
PROP_010_U043,PROP_010,1BD,"['View', 'Gym', 'Laundry', 'Doorman']",751,3074
PROP_010_U044,PROP_010,1BD,['Doorman'],673,3851
PROP_010_U045,PROP_010,1BD,"['Doorman', 'View', 'Laundry', 'Gym']",754,3075
PROP_010_U046,PROP_010,3BD,"['Gym', 'Doorman', 'View', 'Laundry']",1432,3062
PROP_010_U047,PROP_010,1BD,"['Gym', 'Laundry', 'Doorman']",840,4600
PROP_010_U048,PROP_010,1BD,['Doorman'],847,5231
PROP_010_U049,PROP_010,2BD,"['Gym', 'Laundry']",998,3748
PROP_010_U050,PROP_010,2BD,"['View', 'Gym', 'Doorman']",1025,2918
PROP_010_U051,PROP_010,3BD,['Doorman'],1390,1747
PROP_010_U052,PROP_010,1BD,"['Gym', 'Doorman']",757,6122
PROP_010_U053,PROP_010,2BD,"['Gym', 'Doorman']",960,4563
PROP_010_U054,PROP_010,2BD,[],1069,5411
PROP_010_U055,PROP_010,2BD,[],997,6684
PROP_010_U056,PROP_010,Studio,[],464,2734
PROP_010_U057,PROP_010,3BD,"['Gym', 'Doorman', 'Laundry']",1414,2099
PROP_010_U058,PROP_010,Studio,['Laundry'],527,3156
PROP_010_U059,PROP_010,2BD,[],988,704
PROP_010_U060,PROP_010,Studio,"['Laundry', 'Doorman', 'View']",527,4160
PROP_010_U061,PROP_010,1BD,['View'],745,4439
PROP_010_U062,PROP_010,3BD,['Laundry'],1395,4019
PROP_010_U063,PROP_010,3BD,[],1382,6760
PROP_010_U064,PROP_010,1BD,"['Gym', 'Laundry', 'View', 'Doorman']",749,3131
PROP_010_U065,PROP_010,1BD,[],712,5431
PROP_010_U066,PROP_010,Studio,"['Laundry', 'Gym', 'Doorman']",440,4822
PROP_010_U067,PROP_010,1BD,[],781,6336
PROP_010_U068,PROP_010,3BD,"['Gym', 'View']",1336,500
PROP_010_U069,PROP_010,1BD,"['Laundry', 'Doorman', 'Gym']",639,2943
PROP_010_U070,PROP_010,2BD,"['Doorman', 'Gym']",937,2377
PROP_010_U071,PROP_010,Studio,"['View', 'Gym']",481,2901
PROP_010_U072,PROP_010,2BD,['Doorman'],1016,5208
PROP_010_U073,PROP_010,2BD,[],946,1333
PROP_010_U074,PROP_010,Studio,"['Doorman', 'Gym', 'View', 'Laundry']",503,2369
PROP_010_U075,PROP_010,1BD,[],808,7138
PROP_010_U076,PROP_010,2BD,"['Laundry', 'Doorman', 'Gym']",944,4180
PROP_010_U077,PROP_010,Studio,"['Doorman', 'Gym', 'View']",481,2402
PROP_010_U078,PROP_010,1BD,['Laundry'],710,3988
PROP_010_U079,PROP_010,3BD,"['Gym', 'View']",1388,1901
PROP_010_U080,PROP_010,2BD,"['Laundry', 'Gym', 'View', 'Doorman']",919,2598
PROP_010_U081,PROP_010,1BD,"['View', 'Doorman']",751,5613
PROP_010_U082,PROP_010,1BD,[],830,3049
PROP_010_U083,PROP_010,1BD,[],782,5145
PROP_010_U084,PROP_010,Studio,"['Gym', 'View', 'Doorman', 'Laundry']",506,2394
PROP_010_U085,PROP_010,1BD,"['Laundry', 'Gym', 'Doorman']",757,819
PROP_010_U086,PROP_010,Studio,"['View', 'Doorman']",504,3316
PROP_010_U087,PROP_010,1BD,[],647,6988
PROP_010_U088,PROP_010,3BD,"['Gym', 'View']",1410,8008
PROP_010_U089,PROP_010,2BD,[],1013,2181
PROP_010_U090,PROP_010,Studio,"['Doorman', 'Gym']",500,3211
PROP_010_U091,PROP_010,3BD,"['Doorman', 'View', 'Laundry']",1459,5049
PROP_010_U092,PROP_010,2BD,[],1051,4343
PROP_010_U093,PROP_010,Studio,['Doorman'],405,4262
PROP_010_U094,PROP_010,2BD,['Doorman'],981,3698
PROP_010_U095,PROP_010,Studio,"['Laundry', 'View']",544,2953
PROP_011_U000,PROP_011,1BD,"['Gym', 'Laundry', 'Doorman', 'View']",827,1871
PROP_011_U001,PROP_011,1BD,[],791,2681
PROP_011_U002,PROP_011,3BD,"['Laundry', 'Doorman']",1360,1653
PROP_011_U003,PROP_011,Studio,[],510,1937
PROP_011_U004,PROP_011,1BD,['Laundry'],766,2281
PROP_011_U005,PROP_011,2BD,"['Laundry', 'View', 'Gym']",1026,3678
PROP_011_U006,PROP_011,3BD,[],1372,4149
PROP_011_U007,PROP_011,2BD,"['Doorman', 'Gym']",945,3973
PROP_011_U008,PROP_011,3BD,"['Doorman', 'Laundry']",1381,2867
PROP_011_U009,PROP_011,2BD,"['Doorman', 'Laundry']",1022,2466
PROP_011_U010,PROP_011,2BD,"['Gym', 'Laundry', 'View']",948,3255
PROP_011_U011,PROP_011,2BD,"['View', 'Laundry', 'Doorman', 'Gym']",1018,3172
PROP_011_U012,PROP_011,1BD,"['Gym', 'Laundry', 'View', 'Doorman']",730,3871
PROP_011_U013,PROP_011,Studio,[],454,1482
PROP_011_U014,PROP_011,2BD,"['Laundry', 'Gym', 'Doorman']",896,2879
PROP_011_U015,PROP_011,1BD,['Doorman'],790,3413
PROP_011_U016,PROP_011,2BD,[],888,3917
PROP_011_U017,PROP_011,1BD,"['Doorman', 'Gym']",794,3775
PROP_011_U018,PROP_011,2BD,"['Laundry', 'Gym']",965,2955
PROP_011_U019,PROP_011,2BD,"['Doorman', 'View', 'Laundry']",1021,3656
PROP_011_U020,PROP_011,2BD,"['View', 'Gym']",1006,4854
PROP_011_U021,PROP_011,1BD,"['Laundry', 'Gym', 'View', 'Doorman']",713,1980
PROP_011_U022,PROP_011,1BD,['Doorman'],702,4161
PROP_011_U023,PROP_011,1BD,"['Laundry', 'Gym', 'Doorman']",772,2978
PROP_011_U024,PROP_011,2BD,"['Gym', 'Laundry']",1092,2506
PROP_011_U025,PROP_011,2BD,[],1048,3124
PROP_011_U026,PROP_011,2BD,[],1068,2698
PROP_011_U027,PROP_011,3BD,"['Gym', 'Doorman', 'Laundry', 'View']",1415,3955
PROP_011_U028,PROP_011,1BD,['Gym'],776,2353
PROP_011_U029,PROP_011,Studio,"['Laundry', 'Doorman', 'Gym', 'View']",533,1641
PROP_011_U030,PROP_011,Studio,['View'],562,2575
PROP_011_U031,PROP_011,1BD,"['Gym', 'Laundry', 'Doorman', 'View']",748,2141
PROP_011_U032,PROP_011,1BD,"['View', 'Doorman']",766,3900
PROP_011_U033,PROP_011,1BD,[],713,2370
PROP_011_U034,PROP_011,1BD,['Laundry'],790,2497
PROP_011_U035,PROP_011,1BD,"['Gym', 'Doorman', 'Laundry', 'View']",682,3213
PROP_011_U036,PROP_011,2BD,['Gym'],995,4370
PROP_011_U037,PROP_011,1BD,"['Doorman', 'Laundry']",708,4489
PROP_011_U038,PROP_011,1BD,"['Doorman', 'View', 'Laundry', 'Gym']",693,4071
PROP_011_U039,PROP_011,1BD,"['View', 'Gym']",704,2946
PROP_011_U040,PROP_011,Studio,[],532,3571
PROP_011_U041,PROP_011,1BD,"['Doorman', 'View', 'Laundry']",702,5246
PROP_011_U042,PROP_011,Studio,['Doorman'],506,2098
PROP_011_U043,PROP_011,2BD,['Laundry'],983,2670
PROP_011_U044,PROP_011,2BD,[],946,2968
PROP_011_U045,PROP_011,3BD,[],1475,500
PROP_011_U046,PROP_011,1BD,"['View', 'Gym']",741,3485
PROP_011_U047,PROP_011,Studio,[],501,1913
PROP_011_U048,PROP_011,3BD,['Laundry'],1502,2710
PROP_011_U049,PROP_011,2BD,"['Laundry', 'Gym', 'View', 'Doorman']",1109,1722
PROP_011_U050,PROP_011,1BD,[],718,3250
PROP_011_U051,PROP_011,1BD,"['View', 'Doorman']",782,2823
PROP_011_U052,PROP_011,2BD,"['View', 'Laundry', 'Doorman']",997,4062
PROP_011_U053,PROP_011,2BD,"['Gym', 'View', 'Doorman']",1068,3001
PROP_011_U054,PROP_011,1BD,"['Gym', 'Laundry', 'View', 'Doorman']",732,4178
PROP_011_U055,PROP_011,Studio,"['Doorman', 'Gym', 'View', 'Laundry']",574,1547
PROP_011_U056,PROP_011,2BD,[],922,3427
PROP_011_U057,PROP_011,2BD,['Gym'],830,3392
PROP_011_U058,PROP_011,1BD,"['Laundry', 'Gym']",813,3543
PROP_011_U059,PROP_011,Studio,['View'],579,2323
PROP_011_U060,PROP_011,2BD,"['Gym', 'Laundry']",1043,3604
PROP_011_U061,PROP_011,2BD,"['Laundry', 'Doorman', 'View']",1018,500
PROP_011_U062,PROP_011,2BD,['View'],1057,3561
PROP_011_U063,PROP_011,2BD,"['Laundry', 'Doorman']",1024,3269
PROP_011_U064,PROP_011,2BD,[],955,3606
PROP_011_U065,PROP_011,2BD,[],1000,2932
PROP_011_U066,PROP_011,2BD,"['Laundry', 'Doorman']",1058,1832
PROP_011_U067,PROP_011,Studio,[],525,1728
PROP_011_U068,PROP_011,1BD,"['Laundry', 'View', 'Gym', 'Doorman']",777,5250
PROP_011_U069,PROP_011,1BD,[],746,4288
PROP_011_U070,PROP_011,1BD,"['Doorman', 'View', 'Gym', 'Laundry']",765,648
PROP_011_U071,PROP_011,1BD,"['View', 'Laundry']",632,1192
PROP_011_U072,PROP_011,Studio,['Gym'],470,2580
PROP_011_U073,PROP_011,1BD,[],662,2749
PROP_011_U074,PROP_011,Studio,"['Doorman', 'Gym', 'Laundry']",479,2592
PROP_011_U075,PROP_011,2BD,['Gym'],1047,3509
PROP_011_U076,PROP_011,Studio,"['Gym', 'Doorman', 'View']",532,2847
PROP_011_U077,PROP_011,2BD,"['View', 'Gym']",1029,4080
PROP_011_U078,PROP_011,1BD,"['Doorman', 'View']",770,1728
PROP_011_U079,PROP_011,2BD,['Laundry'],926,3702
PROP_011_U080,PROP_011,1BD,['Doorman'],778,1285
PROP_011_U081,PROP_011,1BD,"['Laundry', 'Gym', 'Doorman', 'View']",764,2247
PROP_011_U082,PROP_011,Studio,"['Gym', 'Doorman']",547,1567
PROP_011_U083,PROP_011,1BD,"['Doorman', 'Gym']",689,2746
PROP_011_U084,PROP_011,2BD,"['Laundry', 'Gym', 'View', 'Doorman']",1024,2475
