unit_id,property_id,unit_number,type,sqft,market_rent,status
PROP_006_U058,PROP_006,758,1B1B,796,791,Vacant
PROP_006_U059,PROP_006,759,Studio,469,689,Vacant
PROP_006_U060,PROP_006,760,Studio,462,685,Vacant
PROP_006_U061,PROP_006,961,Studio,561,701,Vacant
PROP_006_U062,PROP_006,662,2B2B,988,1157,Vacant
PROP_006_U063,PROP_006,663,1B1B,727,746,Vacant
PROP_006_U064,PROP_006,864,1B1B,743,776,Vacant
PROP_006_U065,PROP_006,1065,3B2B,1465,1488,Vacant
PROP_006_U066,PROP_006,966,3B2B,1467,1362,Vacant
PROP_006_U067,PROP_006,367,2B2B,1145,1051,Vacant
PROP_006_U068,PROP_006,868,Studio,549,688,Vacant
PROP_006_U069,PROP_006,569,1B1B,660,871,Vacant
PROP_006_U070,PROP_006,270,2B2B,1191,1148,Vacant
PROP_006_U071,PROP_006,871,Studio,422,655,Vacant
PROP_006_U072,PROP_006,872,Studio,513,610,Vacant
PROP_006_U073,PROP_006,373,2B1B,991,979,Vacant
PROP_006_U074,PROP_006,1074,2B1B,952,1085,Vacant
PROP_006_U075,PROP_006,275,3B2B,1312,1313,Vacant
PROP_006_U076,PROP_006,676,2B2B,960,1132,Vacant
PROP_006_U077,PROP_006,377,1B1B,660,791,Vacant
PROP_006_U078,PROP_006,978,2B1B,873,992,Vacant
PROP_006_U079,PROP_006,779,1B1B,706,792,Vacant
PROP_006_U080,PROP_006,1080,2B2B,1070,1067,Vacant
PROP_006_U081,PROP_006,681,3B2B,1275,1333,Vacant
PROP_006_U082,PROP_006,282,Studio,490,587,Vacant
PROP_006_U083,PROP_006,183,1B1B,769,754,Vacant
PROP_006_U084,PROP_006,584,3B2B,1171,1243,Vacant
PROP_006_U085,PROP_006,885,3B2B,1407,1256,Vacant
PROP_006_U086,PROP_006,486,2B1B,841,1050,Vacant
PROP_006_U087,PROP_006,687,2B2B,1012,1151,Vacant
PROP_007_U000,PROP_007,600,1B1B,681,919,Vacant
PROP_007_U001,PROP_007,501,3B2B,1385,1737,Vacant
PROP_007_U002,PROP_007,902,2B2B,1159,1502,Vacant
PROP_007_U003,PROP_007,303,2B2B,1171,1491,Vacant
PROP_007_U004,PROP_007,304,3B2B,1245,1604,Vacant
PROP_007_U005,PROP_007,405,Studio,576,869,Vacant
PROP_007_U006,PROP_007,206,1B1B,623,1048,Vacant
PROP_007_U007,PROP_007,507,2B2B,995,1339,Vacant
PROP_007_U008,PROP_007,108,2B1B,876,1194,Vacant
PROP_007_U009,PROP_007,409,1B1B,670,974,Vacant
PROP_007_U010,PROP_007,710,Studio,458,758,Vacant
PROP_007_U011,PROP_007,911,Studio,437,754,Vacant
PROP_007_U012,PROP_007,1012,2B1B,957,1257,Vacant
PROP_007_U013,PROP_007,913,2B2B,1128,1527,Vacant
PROP_007_U014,PROP_007,714,2B2B,1180,1399,Vacant
PROP_007_U015,PROP_007,915,3B2B,1293,1707,Vacant
PROP_007_U016,PROP_007,116,1B1B,741,1071,Vacant
PROP_007_U017,PROP_007,717,2B2B,1165,1375,Vacant
PROP_007_U018,PROP_007,318,Studio,441,816,Vacant
PROP_007_U019,PROP_007,1019,2B2B,1079,1419,Vacant
PROP_007_U020,PROP_007,420,3B2B,1472,1542,Vacant
PROP_007_U021,PROP_007,621,2B1B,924,1354,Vacant
PROP_007_U022,PROP_007,822,2B2B,1030,1325,Vacant
PROP_007_U023,PROP_007,123,Studio,559,750,Vacant
PROP_007_U024,PROP_007,724,1B1B,703,987,Vacant
PROP_007_U025,PROP_007,1025,2B2B,985,1375,Vacant
PROP_007_U026,PROP_007,826,Studio,504,850,Vacant
PROP_007_U027,PROP_007,227,2B1B,841,1401,Vacant
PROP_007_U028,PROP_007,228,2B1B,990,1309,Vacant
PROP_007_U029,PROP_007,1029,2B1B,855,1229,Vacant
PROP_007_U030,PROP_007,630,2B1B,809,1267,Vacant
PROP_007_U031,PROP_007,231,2B1B,831,1308,Vacant
PROP_008_U000,PROP_008,600,3B2B,1187,1547,Vacant
PROP_008_U001,PROP_008,401,Studio,452,819,Vacant
PROP_008_U002,PROP_008,602,1B1B,647,910,Vacant
PROP_008_U003,PROP_008,903,3B2B,1222,1629,Vacant
PROP_008_U004,PROP_008,604,Studio,426,864,Vacant
PROP_008_U005,PROP_008,805,3B2B,1382,1637,Vacant
PROP_008_U006,PROP_008,806,1B1B,712,919,Vacant
PROP_008_U007,PROP_008,707,3B2B,1311,1760,Vacant
PROP_008_U008,PROP_008,108,3B2B,1106,1653,Vacant
PROP_008_U009,PROP_008,809,Studio,540,755,Vacant
PROP_008_U010,PROP_008,410,2B1B,887,1266,Vacant
PROP_008_U011,PROP_008,211,1B1B,757,1079,Vacant
PROP_008_U012,PROP_008,412,3B2B,1350,1793,Vacant
PROP_008_U013,PROP_008,1013,3B2B,1173,1645,Vacant
PROP_008_U014,PROP_008,314,Studio,401,796,Vacant
PROP_008_U015,PROP_008,915,2B2B,1182,1385,Vacant
PROP_008_U016,PROP_008,216,2B1B,817,1416,Vacant
PROP_008_U017,PROP_008,717,3B2B,1346,1822,Vacant
PROP_009_U000,PROP_009,400,2B1B,958,962,Vacant
PROP_009_U001,PROP_009,501,2B2B,969,1129,Vacant
PROP_009_U002,PROP_009,502,3B2B,1111,1296,Vacant
PROP_009_U003,PROP_009,1003,2B1B,828,1038,Vacant
PROP_009_U004,PROP_009,504,2B2B,1081,1143,Vacant
PROP_009_U005,PROP_009,305,Studio,499,703,Vacant
PROP_009_U006,PROP_009,606,1B1B,751,827,Vacant
PROP_009_U007,PROP_009,307,1B1B,753,750,Vacant
PROP_009_U008,PROP_009,108,2B1B,998,1019,Vacant
PROP_009_U009,PROP_009,609,Studio,550,659,Vacant
PROP_009_U010,PROP_009,810,1B1B,653,817,Vacant
PROP_009_U011,PROP_009,411,2B1B,848,1102,Vacant
PROP_009_U012,PROP_009,612,2B1B,817,1063,Vacant
PROP_009_U013,PROP_009,713,Studio,472,599,Vacant
PROP_009_U014,PROP_009,214,2B1B,880,988,Vacant
PROP_009_U015,PROP_009,1015,2B2B,1132,1125,Vacant
PROP_009_U016,PROP_009,316,3B2B,1340,1460,Vacant
PROP_009_U017,PROP_009,317,Studio,486,662,Vacant
PROP_009_U018,PROP_009,518,2B1B,906,1046,Vacant
PROP_009_U019,PROP_009,519,3B2B,1416,1442,Vacant
PROP_009_U020,PROP_009,520,Studio,522,642,Vacant
PROP_009_U021,PROP_009,221,2B1B,905,1018,Vacant
PROP_009_U022,PROP_009,922,Studio,555,663,Vacant
PROP_009_U023,PROP_009,823,2B2B,970,1071,Vacant
PROP_009_U024,PROP_009,624,3B2B,1226,1291,Vacant
PROP_009_U025,PROP_009,1025,1B1B,758,788,Vacant
PROP_009_U026,PROP_009,626,2B2B,1064,1211,Vacant
PROP_009_U027,PROP_009,527,2B1B,862,1031,Vacant
PROP_009_U028,PROP_009,1028,2B2B,1176,1202,Vacant
PROP_009_U029,PROP_009,829,Studio,552,677,Vacant
PROP_009_U030,PROP_009,630,Studio,493,660,Vacant
PROP_009_U031,PROP_009,1031,2B2B,1001,1164,Vacant
PROP_009_U032,PROP_009,732,2B1B,964,958,Vacant
PROP_009_U033,PROP_009,433,1B1B,760,781,Vacant
PROP_009_U034,PROP_009,534,3B2B,1488,1427,Vacant
PROP_009_U035,PROP_009,235,3B2B,1235,1233,Vacant
PROP_009_U036,PROP_009,936,1B1B,716,789,Vacant
PROP_009_U037,PROP_009,237,2B1B,989,1020,Vacant
PROP_009_U038,PROP_009,338,2B2B,1014,1052,Vacant
PROP_009_U039,PROP_009,539,2B1B,813,1098,Vacant
PROP_009_U040,PROP_009,840,1B1B,794,879,Vacant
PROP_009_U041,PROP_009,841,1B1B,723,851,Vacant
PROP_009_U042,PROP_009,542,1B1B,626,799,Vacant
PROP_009_U043,PROP_009,543,Studio,570,608,Vacant
PROP_009_U044,PROP_009,544,1B1B,688,820,Vacant
PROP_009_U045,PROP_009,345,3B2B,1174,1392,Vacant
PROP_009_U046,PROP_009,346,1B1B,746,830,Vacant
PROP_009_U047,PROP_009,247,2B1B,926,1098,Vacant
PROP_009_U048,PROP_009,448,2B2B,1094,1224,Vacant
PROP_009_U049,PROP_009,449,1B1B,612,756,Vacant
PROP_009_U050,PROP_009,750,Studio,436,656,Vacant
PROP_009_U051,PROP_009,651,2B2B,1037,1182,Vacant
PROP_009_U052,PROP_009,352,3B2B,1357,1442,Vacant
PROP_009_U053,PROP_009,653,2B1B,989,1121,Vacant
PROP_009_U054,PROP_009,954,2B2B,1062,1129,Vacant
PROP_009_U055,PROP_009,1055,3B2B,1266,1349,Vacant
PROP_009_U056,PROP_009,156,Studio,566,658,Vacant
PROP_009_U057,PROP_009,857,3B2B,1387,1352,Vacant
PROP_009_U058,PROP_009,558,2B1B,970,1010,Vacant
PROP_009_U059,PROP_009,159,2B1B,830,1115,Vacant
PROP_009_U060,PROP_009,460,2B2B,958,1199,Vacant
PROP_009_U061,PROP_009,561,Studio,402,594,Vacant
PROP_009_U062,PROP_009,462,Studio,415,674,Vacant
PROP_009_U063,PROP_009,563,2B1B,938,980,Vacant
PROP_009_U064,PROP_009,764,Studio,570,619,Vacant
PROP_009_U065,PROP_009,465,Studio,526,611,Vacant
PROP_009_U066,PROP_009,866,1B1B,672,803,Vacant
PROP_009_U067,PROP_009,967,1B1B,755,873,Vacant
PROP_009_U068,PROP_009,468,3B2B,1228,1236,Vacant
PROP_009_U069,PROP_009,569,1B1B,666,790,Vacant
PROP_009_U070,PROP_009,470,3B2B,1101,1364,Vacant
PROP_009_U071,PROP_009,571,2B1B,810,953,Vacant
PROP_009_U072,PROP_009,672,1B1B,609,737,Vacant
PROP_009_U073,PROP_009,973,2B2B,990,1031,Vacant
PROP_009_U074,PROP_009,174,2B2B,1196,1035,Vacant
PROP_010_U000,PROP_010,600,2B2B,1185,1309,Vacant
PROP_010_U001,PROP_010,901,2B2B,981,1501,Vacant
PROP_010_U002,PROP_010,902,2B2B,1139,1435,Vacant
PROP_010_U003,PROP_010,103,1B1B,627,914,Vacant
PROP_010_U004,PROP_010,904,2B2B,1183,1315,Vacant
PROP_010_U005,PROP_010,905,2B1B,917,1341,Vacant
PROP_010_U006,PROP_010,506,3B2B,1374,1801,Vacant
PROP_010_U007,PROP_010,307,Studio,414,841,Vacant
PROP_010_U008,PROP_010,208,Studio,441,784,Vacant
PROP_010_U009,PROP_010,809,1B1B,740,1034,Vacant
PROP_010_U010,PROP_010,710,Studio,477,841,Vacant
PROP_010_U011,PROP_010,111,2B1B,982,1404,Vacant
PROP_010_U012,PROP_010,612,Studio,518,863,Vacant
PROP_010_U013,PROP_010,1013,1B1B,603,1097,Vacant
PROP_010_U014,PROP_010,414,2B1B,983,1195,Vacant
PROP_010_U015,PROP_010,615,1B1B,798,1027,Vacant
PROP_010_U016,PROP_010,916,2B1B,917,1335,Vacant
PROP_010_U017,PROP_010,817,3B2B,1463,1631,Vacant
PROP_010_U018,PROP_010,818,1B1B,636,1053,Vacant
PROP_010_U019,PROP_010,719,1B1B,733,1001,Vacant
PROP_010_U020,PROP_010,720,1B1B,621,946,Vacant
PROP_010_U021,PROP_010,321,2B2B,1200,1468,Vacant
PROP_010_U022,PROP_010,322,1B1B,720,971,Vacant
PROP_010_U023,PROP_010,1023,2B2B,1199,1382,Vacant
PROP_010_U024,PROP_010,924,1B1B,753,963,Vacant
PROP_010_U025,PROP_010,825,3B2B,1271,1632,Vacant
PROP_010_U026,PROP_010,426,2B2B,1178,1369,Vacant
PROP_010_U027,PROP_010,1027,1B1B,765,1060,Vacant
PROP_010_U028,PROP_010,328,3B2B,1176,1722,Vacant
PROP_010_U029,PROP_010,729,3B2B,1447,1852,Vacant
PROP_010_U030,PROP_010,430,3B2B,1349,1637,Vacant
PROP_011_U000,PROP_011,300,Studio,572,811,Vacant
PROP_011_U001,PROP_011,801,Studio,531,809,Vacant
PROP_011_U002,PROP_011,1002,2B2B,1187,1398,Vacant
PROP_011_U003,PROP_011,203,2B1B,878,1390,Vacant
PROP_011_U004,PROP_011,904,3B2B,1471,1650,Vacant
PROP_011_U005,PROP_011,405,Studio,457,761,Vacant
PROP_011_U006,PROP_011,706,3B2B,1231,1869,Vacant
PROP_011_U007,PROP_011,407,2B1B,840,1221,Vacant
PROP_011_U008,PROP_011,308,1B1B,751,994,Vacant
PROP_011_U009,PROP_011,1009,3B2B,1453,1773,Vacant
PROP_011_U010,PROP_011,310,2B2B,971,1519,Vacant
PROP_011_U011,PROP_011,211,2B2B,1125,1399,Vacant
PROP_011_U012,PROP_011,112,3B2B,1400,1708,Vacant
PROP_011_U013,PROP_011,1013,2B1B,926,1239,Vacant
PROP_011_U014,PROP_011,514,1B1B,793,1060,Vacant
PROP_011_U015,PROP_011,615,Studio,579,836,Vacant
PROP_011_U016,PROP_011,316,1B1B,689,909,Vacant
PROP_011_U017,PROP_011,917,2B2B,980,1274,Vacant
PROP_011_U018,PROP_011,418,2B1B,959,1267,Vacant
PROP_011_U019,PROP_011,619,2B1B,877,1239,Vacant
PROP_011_U020,PROP_011,120,2B1B,916,1416,Vacant
PROP_011_U021,PROP_011,121,1B1B,753,935,Vacant
PROP_011_U022,PROP_011,322,3B2B,1428,1653,Vacant
PROP_011_U023,PROP_011,423,2B2B,999,1386,Vacant
PROP_011_U024,PROP_011,224,2B1B,989,1232,Vacant
PROP_011_U025,PROP_011,525,Studio,470,837,Vacant
PROP_011_U026,PROP_011,426,2B2B,965,1315,Vacant
PROP_011_U027,PROP_011,727,1B1B,693,1004,Vacant
PROP_011_U028,PROP_011,528,Studio,560,756,Vacant
PROP_011_U029,PROP_011,229,2B1B,818,1286,Vacant
PROP_011_U030,PROP_011,230,Studio,400,837,Vacant
PROP_011_U031,PROP_011,931,2B2B,1109,1451,Vacant
PROP_011_U032,PROP_011,132,2B1B,806,1244,Vacant
PROP_011_U033,PROP_011,533,1B1B,650,1035,Vacant
PROP_011_U034,PROP_011,134,Studio,530,732,Vacant
PROP_011_U035,PROP_011,535,2B1B,820,1361,Vacant
PROP_011_U036,PROP_011,336,1B1B,787,1034,Vacant
PROP_011_U037,PROP_011,237,2B1B,804,1265,Vacant
PROP_011_U038,PROP_011,938,2B1B,980,1402,Vacant
PROP_011_U039,PROP_011,1039,1B1B,795,1012,Vacant
PROP_011_U040,PROP_011,740,2B2B,1097,1534,Vacant
PROP_011_U041,PROP_011,341,2B2B,1163,1418,Vacant
PROP_011_U042,PROP_011,442,2B1B,944,1283,Vacant
PROP_011_U043,PROP_011,543,2B1B,947,1176,Vacant
PROP_011_U044,PROP_011,244,2B1B,904,1429,Vacant
PROP_011_U045,PROP_011,945,2B2B,1199,1391,Vacant
PROP_011_U046,PROP_011,746,Studio,600,805,Vacant
PROP_011_U047,PROP_011,447,1B1B,745,987,Vacant
PROP_011_U048,PROP_011,648,1B1B,774,997,Vacant
PROP_011_U049,PROP_011,249,3B2B,1138,1532,Vacant
PROP_011_U050,PROP_011,550,1B1B,670,1004,Vacant
PROP_011_U051,PROP_011,351,2B1B,987,1330,Vacant
PROP_011_U052,PROP_011,552,1B1B,694,967,Vacant
PROP_011_U053,PROP_011,853,3B2B,1450,1643,Vacant
PROP_011_U054,PROP_011,254,3B2B,1296,1741,Vacant
PROP_011_U055,PROP_011,1055,3B2B,1490,1562,Vacant
PROP_011_U056,PROP_011,1056,2B1B,959,1269,Vacant
PROP_011_U057,PROP_011,157,2B1B,869,1219,Vacant
PROP_011_U058,PROP_011,958,2B2B,960,1526,Vacant
PROP_011_U059,PROP_011,359,2B2B,1169,1477,Vacant
PROP_011_U060,PROP_011,960,Studio,423,794,Vacant
PROP_012_U000,PROP_012,900,2B1B,914,1396,Vacant
PROP_012_U001,PROP_012,201,2B1B,922,1245,Vacant
PROP_012_U002,PROP_012,602,3B2B,1463,1801,Vacant
PROP_012_U003,PROP_012,703,3B2B,1173,1583,Vacant
PROP_012_U004,PROP_012,1004,2B1B,812,1329,Vacant
PROP_012_U005,PROP_012,305,2B1B,938,1366,Vacant
PROP_012_U006,PROP_012,406,3B2B,1214,1784,Vacant
PROP_012_U007,PROP_012,1007,Studio,451,861,Vacant
PROP_012_U008,PROP_012,708,1B1B,643,1041,Vacant
PROP_012_U009,PROP_012,309,1B1B,643,957,Vacant
PROP_012_U010,PROP_012,610,Studio,457,784,Vacant
PROP_012_U011,PROP_012,111,3B2B,1402,1695,Vacant
PROP_012_U012,PROP_012,1012,Studio,505,775,Vacant
PROP_012_U013,PROP_012,113,Studio,548,757,Vacant
PROP_012_U014,PROP_012,814,2B2B,1164,1404,Vacant
PROP_012_U015,PROP_012,415,2B1B,970,1394,Vacant
PROP_012_U016,PROP_012,1016,Studio,563,791,Vacant
PROP_012_U017,PROP_012,117,Studio,585,857,Vacant
PROP_012_U018,PROP_012,818,1B1B,629,1052,Vacant
PROP_012_U019,PROP_012,519,3B2B,1455,1700,Vacant
PROP_012_U020,PROP_012,1020,1B1B,721,978,Vacant
PROP_012_U021,PROP_012,521,3B2B,1483,1674,Vacant
PROP_012_U022,PROP_012,122,2B1B,834,1341,Vacant
PROP_012_U023,PROP_012,623,1B1B,767,944,Vacant
PROP_012_U024,PROP_012,524,2B2B,996,1423,Vacant
PROP_012_U025,PROP_012,625,Studio,587,866,Vacant
PROP_012_U026,PROP_012,826,2B1B,807,1171,Vacant
PROP_012_U027,PROP_012,127,2B2B,1074,1298,Vacant
PROP_012_U028,PROP_012,928,3B2B,1424,1833,Vacant
PROP_012_U029,PROP_012,429,Studio,405,729,Vacant
PROP_012_U030,PROP_012,430,2B1B,923,1189,Vacant
PROP_012_U031,PROP_012,331,1B1B,612,953,Vacant
PROP_012_U032,PROP_012,1032,1B1B,655,915,Vacant
PROP_012_U033,PROP_012,933,3B2B,1407,1565,Vacant
PROP_012_U034,PROP_012,334,1B1B,776,1025,Vacant
PROP_012_U035,PROP_012,235,2B1B,977,1277,Vacant
PROP_012_U036,PROP_012,536,3B2B,1488,1677,Vacant
PROP_012_U037,PROP_012,437,2B1B,835,1208,Vacant
PROP_012_U038,PROP_012,238,Studio,476,783,Vacant
PROP_012_U039,PROP_012,839,2B2B,1060,1308,Vacant
PROP_012_U040,PROP_012,1040,3B2B,1485,1726,Vacant
PROP_012_U041,PROP_012,341,3B2B,1227,1657,Vacant
PROP_012_U042,PROP_012,442,2B2B,1005,1456,Vacant
PROP_012_U043,PROP_012,443,Studio,596,750,Vacant
PROP_012_U044,PROP_012,844,2B2B,1052,1388,Vacant
PROP_012_U045,PROP_012,745,2B2B,1197,1344,Vacant
PROP_012_U046,PROP_012,446,1B1B,659,965,Vacant
PROP_012_U047,PROP_012,947,2B2B,1039,1303,Vacant
PROP_012_U048,PROP_012,848,Studio,472,748,Vacant
PROP_012_U049,PROP_012,549,3B2B,1431,1660,Vacant
PROP_012_U050,PROP_012,650,2B1B,905,1409,Vacant
PROP_012_U051,PROP_012,1051,2B2B,1167,1476,Vacant
PROP_012_U052,PROP_012,652,Studio,511,875,Vacant
PROP_012_U053,PROP_012,553,1B1B,745,1067,Vacant
PROP_012_U054,PROP_012,654,2B1B,887,1228,Vacant
PROP_012_U055,PROP_012,1055,1B1B,675,954,Vacant
PROP_012_U056,PROP_012,856,Studio,448,872,Vacant
PROP_012_U057,PROP_012,357,2B1B,952,1283,Vacant
PROP_012_U058,PROP_012,758,2B1B,847,1242,Vacant
PROP_012_U059,PROP_012,959,Studio,509,867,Vacant
PROP_012_U060,PROP_012,760,2B2B,1042,1500,Vacant
PROP_012_U061,PROP_012,961,1B1B,730,1065,Vacant
PROP_012_U062,PROP_012,562,1B1B,607,928,Vacant
PROP_012_U063,PROP_012,1063,Studio,405,843,Vacant
PROP_012_U064,PROP_012,564,2B2B,956,1422,Vacant
PROP_012_U065,PROP_012,1065,1B1B,760,922,Vacant
PROP_012_U066,PROP_012,566,2B2B,1171,1405,Vacant
PROP_012_U067,PROP_012,267,2B2B,1064,1509,Vacant
PROP_012_U068,PROP_012,568,2B1B,978,1392,Vacant
PROP_012_U069,PROP_012,1069,2B1B,827,1312,Vacant
PROP_012_U070,PROP_012,1070,1B1B,646,1057,Vacant
PROP_012_U071,PROP_012,871,2B2B,1020,1323,Vacant
PROP_012_U072,PROP_012,972,Studio,595,759,Vacant
PROP_012_U073,PROP_012,373,Studio,526,871,Vacant
PROP_012_U074,PROP_012,674,Studio,563,759,Vacant
PROP_012_U075,PROP_012,175,Studio,527,766,Vacant
PROP_012_U076,PROP_012,576,2B1B,843,1267,Vacant
PROP_012_U077,PROP_012,377,2B2B,991,1341,Vacant
PROP_012_U078,PROP_012,378,Studio,597,847,Vacant
PROP_012_U079,PROP_012,879,2B1B,806,1388,Vacant
PROP_012_U080,PROP_012,380,1B1B,694,909,Vacant
PROP_012_U081,PROP_012,1081,Studio,570,738,Vacant
PROP_012_U082,PROP_012,982,2B1B,878,1242,Vacant
PROP_012_U083,PROP_012,383,Studio,534,795,Vacant
PROP_012_U084,PROP_012,884,2B2B,1017,1397,Vacant
PROP_012_U085,PROP_012,685,3B2B,1382,1740,Vacant
PROP_012_U086,PROP_012,786,1B1B,677,1031,Vacant
PROP_012_U087,PROP_012,887,1B1B,732,969,Vacant
PROP_012_U088,PROP_012,188,2B2B,1180,1311,Vacant
PROP_012_U089,PROP_012,789,2B1B,834,1398,Vacant
PROP_012_U090,PROP_012,290,Studio,445,850,Vacant
PROP_012_U091,PROP_012,691,1B1B,740,987,Vacant
PROP_013_U000,PROP_013,800,2B2B,1130,1054,Vacant
PROP_013_U001,PROP_013,701,Studio,600,684,Vacant
PROP_013_U002,PROP_013,1002,Studio,434,651,Vacant
PROP_013_U003,PROP_013,503,1B1B,632,748,Vacant
PROP_013_U004,PROP_013,604,1B1B,644,870,Vacant
PROP_013_U005,PROP_013,105,3B2B,1347,1297,Vacant
PROP_013_U006,PROP_013,1006,3B2B,1472,1371,Vacant
PROP_013_U007,PROP_013,607,2B2B,1113,1080,Vacant
PROP_013_U008,PROP_013,208,3B2B,1176,1236,Vacant
PROP_013_U009,PROP_013,809,1B1B,708,727,Vacant
PROP_013_U010,PROP_013,210,2B1B,840,1096,Vacant
PROP_013_U011,PROP_013,811,Studio,442,663,Vacant
PROP_013_U012,PROP_013,612,1B1B,765,824,Vacant
PROP_013_U013,PROP_013,913,3B2B,1338,1482,Vacant
PROP_013_U014,PROP_013,614,1B1B,642,793,Vacant
PROP_013_U015,PROP_013,315,Studio,575,656,Vacant
PROP_013_U016,PROP_013,1016,1B1B,729,829,Vacant
PROP_013_U017,PROP_013,617,1B1B,641,743,Vacant
PROP_013_U018,PROP_013,818,1B1B,656,770,Vacant
PROP_013_U019,PROP_013,619,Studio,429,621,Vacant
PROP_013_U020,PROP_013,120,1B1B,678,722,Vacant
PROP_013_U021,PROP_013,421,2B1B,931,1000,Vacant
PROP_013_U022,PROP_013,122,2B1B,949,1074,Vacant
PROP_013_U023,PROP_013,423,2B1B,845,946,Vacant
PROP_013_U024,PROP_013,624,3B2B,1405,1495,Vacant
PROP_013_U025,PROP_013,125,Studio,509,683,Vacant
PROP_013_U026,PROP_013,626,Studio,576,588,Vacant
PROP_013_U027,PROP_013,627,2B1B,870,1045,Vacant
PROP_013_U028,PROP_013,328,2B1B,970,1038,Vacant
PROP_013_U029,PROP_013,629,Studio,508,598,Vacant
PROP_013_U030,PROP_013,530,3B2B,1347,1392,Vacant
PROP_013_U031,PROP_013,431,Studio,450,597,Vacant
PROP_013_U032,PROP_013,832,3B2B,1110,1242,Vacant
PROP_013_U033,PROP_013,233,Studio,485,650,Vacant
PROP_013_U034,PROP_013,834,2B2B,1071,1081,Vacant
PROP_013_U035,PROP_013,235,2B1B,916,1104,Vacant
PROP_013_U036,PROP_013,436,1B1B,651,849,Vacant
PROP_013_U037,PROP_013,537,3B2B,1114,1317,Vacant
PROP_013_U038,PROP_013,338,2B1B,869,1046,Vacant
PROP_013_U039,PROP_013,539,2B1B,847,1064,Vacant
PROP_013_U040,PROP_013,840,2B1B,922,1007,Vacant
PROP_013_U041,PROP_013,641,2B2B,1095,1062,Vacant
PROP_013_U042,PROP_013,942,2B2B,1142,1227,Vacant
PROP_013_U043,PROP_013,843,2B1B,957,1032,Vacant
PROP_013_U044,PROP_013,1044,3B2B,1272,1440,Vacant
PROP_013_U045,PROP_013,245,3B2B,1176,1427,Vacant
PROP_013_U046,PROP_013,1046,1B1B,667,805,Vacant
PROP_013_U047,PROP_013,347,Studio,523,636,Vacant
PROP_013_U048,PROP_013,1048,Studio,562,649,Vacant
PROP_013_U049,PROP_013,1049,1B1B,633,840,Vacant
PROP_013_U050,PROP_013,450,Studio,475,578,Vacant
PROP_013_U051,PROP_013,651,2B2B,960,1044,Vacant
PROP_013_U052,PROP_013,252,2B1B,906,1016,Vacant
PROP_013_U053,PROP_013,853,Studio,450,662,Vacant
PROP_013_U054,PROP_013,654,Studio,412,618,Vacant
PROP_013_U055,PROP_013,555,2B1B,988,1048,Vacant
PROP_013_U056,PROP_013,256,2B1B,855,1095,Vacant
PROP_013_U057,PROP_013,157,2B1B,957,1020,Vacant
PROP_013_U058,PROP_013,858,Studio,540,689,Vacant
PROP_013_U059,PROP_013,259,3B2B,1190,1253,Vacant
PROP_013_U060,PROP_013,660,Studio,558,673,Vacant
PROP_013_U061,PROP_013,861,Studio,489,637,Vacant
PROP_013_U062,PROP_013,862,1B1B,620,747,Vacant
PROP_013_U063,PROP_013,263,1B1B,691,822,Vacant
PROP_013_U064,PROP_013,364,1B1B,709,720,Vacant
PROP_013_U065,PROP_013,665,2B1B,825,1062,Vacant
PROP_013_U066,PROP_013,766,Studio,501,649,Vacant
PROP_013_U067,PROP_013,1067,Studio,600,620,Vacant
PROP_013_U068,PROP_013,1068,2B1B,878,1085,Vacant
PROP_013_U069,PROP_013,769,2B1B,940,949,Vacant
PROP_013_U070,PROP_013,470,Studio,435,595,Vacant
PROP_013_U071,PROP_013,771,3B2B,1441,1418,Vacant
PROP_013_U072,PROP_013,272,2B2B,1115,1012,Vacant
PROP_013_U073,PROP_013,1073,Studio,549,628,Vacant
PROP_013_U074,PROP_013,874,3B2B,1449,1240,Vacant
PROP_013_U075,PROP_013,675,3B2B,1314,1338,Vacant
PROP_013_U076,PROP_013,376,3B2B,1143,1260,Vacant
PROP_013_U077,PROP_013,477,2B2B,1101,1017,Vacant
PROP_013_U078,PROP_013,778,3B2B,1224,1335,Vacant
PROP_013_U079,PROP_013,579,2B2B,1054,1046,Vacant
PROP_013_U080,PROP_013,180,2B1B,965,1017,Vacant
PROP_013_U081,PROP_013,1081,Studio,553,601,Vacant
PROP_013_U082,PROP_013,382,1B1B,680,751,Vacant
PROP_013_U083,PROP_013,1083,2B2B,1145,1125,Vacant
PROP_013_U084,PROP_013,584,2B1B,969,1135,Vacant
PROP_013_U085,PROP_013,785,Studio,430,667,Vacant
PROP_013_U086,PROP_013,886,1B1B,680,787,Vacant
PROP_013_U087,PROP_013,387,1B1B,731,746,Vacant
PROP_013_U088,PROP_013,288,1B1B,800,807,Vacant
PROP_013_U089,PROP_013,1089,2B2B,994,1119,Vacant
PROP_013_U090,PROP_013,790,Studio,478,665,Vacant
PROP_014_U000,PROP_014,300,2B1B,974,1355,Vacant
PROP_014_U001,PROP_014,1001,1B1B,704,955,Vacant
PROP_014_U002,PROP_014,802,Studio,551,721,Vacant
PROP_014_U003,PROP_014,403,Studio,436,852,Vacant
PROP_014_U004,PROP_014,504,3B2B,1244,1857,Vacant
PROP_014_U005,PROP_014,905,2B2B,1029,1379,Vacant
PROP_014_U006,PROP_014,706,2B1B,989,1226,Vacant
PROP_014_U007,PROP_014,1007,Studio,518,724,Vacant
PROP_014_U008,PROP_014,708,2B2B,1073,1354,Vacant
